,id,Proyecto,Fecha,Materia,Sesion,Tramite,TipoDeVotacion,Quorum,Resultado
0,33633,"
                                13501-07","
                                15 julio 2020","
                                Reforma constitucional que permite el retiro excepcional de los fondos acumulados de capitalización individual en las condiciones que indica","
                                Sesión n°43, Ordinaria del 15 Jul 2020 a las 10:04hrs.","
                                Primer Trámite / Segundo Informe","
                                Proyecto Ley","
                                3/5","
                                Aprobado"
